timestamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Delta_Aggregate,Theta_Aggregate,Alpha_Aggregate,Beta_Aggregate,Gamma_Aggregate
1694268925.415,835.6777,792.96704,814.7253,799.81683,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.415,832.0513,794.17584,816.7399,803.44324,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.416,838.9011,796.5934,822.7839,813.5165,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.4169998,847.3626,794.57874,823.5897,812.71063,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.4169998,851.39197,792.5641,823.9927,803.0403,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.418,841.31866,792.1612,821.5751,801.02563,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.421,822.381,795.78754,818.3516,798.20514,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.421,824.7985,796.5934,820.7692,788.5348,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.474,828.4249,792.1612,818.7546,787.326,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.4750001,802.23444,786.1172,818.7546,786.9231,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.4750001,768.7912,786.52014,823.5897,790.54944,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.476,752.674,791.75824,825.2015,792.96704,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.476,742.1978,791.3553,822.381,789.34064,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.477,734.94507,788.93774,821.5751,792.5641,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.477,729.304,780.87915,819.5604,795.78754,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.4780002,723.663,778.86444,820.7692,795.78754,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.4780002,714.7985,782.49084,821.5751,788.1319,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.4780002,706.337,784.90845,819.5604,784.5055,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.479,717.619,791.75824,821.1722,793.36993,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.479,727.28937,792.5641,821.978,797.3993,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.524,714.3956,786.1172,820.3663,792.5641,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.5249999,695.05493,782.49084,815.9341,787.72894,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.5249999,691.02563,783.2967,811.9048,785.7143,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
1694268925.526,698.68134,786.9231,815.9341,794.9817,0.644554965,0.18917883,0.252858465,0.15247036375,-0.244106935
